"","Partito","Data","Percentuale","Istituto","Campione"
"2096","FPÖ",2024-08-06,27,"Market",2000
"2097","GRÜNE",2024-08-06,8,"Market",2000
"2098","NEOS",2024-08-06,10,"Market",2000
"2099","SPÖ",2024-08-06,22,"Market",2000
"2100","ÖVP",2024-08-06,23,"Market",2000
"2101","FPÖ",2024-08-07,31,"INSA",1000
"2102","GRÜNE",2024-08-07,9,"INSA",1000
"2103","NEOS",2024-08-07,8,"INSA",1000
"2104","SPÖ",2024-08-07,21,"INSA",1000
"2105","ÖVP",2024-08-07,19,"INSA",1000
"2106","FPÖ",2024-08-20,29,"Market",2000
"2107","GRÜNE",2024-08-20,7,"Market",2000
"2108","NEOS",2024-08-20,11,"Market",2000
"2109","SPÖ",2024-08-20,21,"Market",2000
"2110","ÖVP",2024-08-20,22,"Market",2000
"2111","FPÖ",2024-08-22,27,"OGM",1545
"2112","GRÜNE",2024-08-22,9,"OGM",1545
"2113","NEOS",2024-08-22,9,"OGM",1545
"2114","SPÖ",2024-08-22,21,"OGM",1545
"2115","ÖVP",2024-08-22,24,"OGM",1545
"2116","FPÖ",2024-08-26,27,"IFDD",972
"2117","GRÜNE",2024-08-26,9,"IFDD",972
"2118","NEOS",2024-08-26,8,"IFDD",972
"2119","SPÖ",2024-08-26,21,"IFDD",972
"2120","ÖVP",2024-08-26,25,"IFDD",972
"2121","FPÖ",2024-08-27,27,"Market",2000
"2122","GRÜNE",2024-08-27,8,"Market",2000
"2123","NEOS",2024-08-27,12,"Market",2000
"2124","SPÖ",2024-08-27,20,"Market",2000
"2125","ÖVP",2024-08-27,23,"Market",2000
"2126","FPÖ",2024-08-31,27,"OGM",NA
"2127","GRÜNE",2024-08-31,9,"OGM",NA
"2128","NEOS",2024-08-31,9,"OGM",NA
"2129","SPÖ",2024-08-31,21,"OGM",NA
"2130","ÖVP",2024-08-31,23,"OGM",NA
"2131","FPÖ",2024-09-03,28,"Triple M",1000
"2132","GRÜNE",2024-09-03,8,"Triple M",1000
"2133","NEOS",2024-09-03,9.5,"Triple M",1000
"2134","SPÖ",2024-09-03,21,"Triple M",1000
"2135","ÖVP",2024-09-03,23,"Triple M",1000
"2136","FPÖ",2024-09-04,28,"Market",2000
"2137","FPÖ",2024-09-04,28,"Unique Research",1200
"2138","GRÜNE",2024-09-04,7,"Market",2000
"2139","GRÜNE",2024-09-04,9,"Unique Research",1200
"2140","NEOS",2024-09-04,10,"Market",2000
"2141","NEOS",2024-09-04,9,"Unique Research",1200
"2142","SPÖ",2024-09-04,20,"Market",2000
"2143","SPÖ",2024-09-04,20,"Unique Research",1200
"2144","ÖVP",2024-09-04,26,"Market",2000
"2145","ÖVP",2024-09-04,24,"Unique Research",1200
"2146","FPÖ",2024-09-06,27,"IFDD",1000
"2147","GRÜNE",2024-09-06,8,"IFDD",1000
"2148","NEOS",2024-09-06,9,"IFDD",1000
"2149","SPÖ",2024-09-06,20,"IFDD",1000
"2150","ÖVP",2024-09-06,25,"IFDD",1000
"2151","FPÖ",2024-09-09,27,"Spectra",1000
"2152","GRÜNE",2024-09-09,8,"Spectra",1000
"2153","NEOS",2024-09-09,10,"Spectra",1000
"2154","SPÖ",2024-09-09,21,"Spectra",1000
"2155","ÖVP",2024-09-09,24,"Spectra",1000
"2156","FPÖ",2024-09-10,28,"Market",2000
"2157","GRÜNE",2024-09-10,7,"Market",2000
"2158","NEOS",2024-09-10,10,"Market",2000
"2159","SPÖ",2024-09-10,20,"Market",2000
"2160","ÖVP",2024-09-10,25,"Market",2000
"2161","FPÖ",2024-09-11,29,"INSA",1000
"2162","FPÖ",2024-09-11,28,"Unique Research",800
"2163","GRÜNE",2024-09-11,8,"INSA",1000
"2164","GRÜNE",2024-09-11,9,"Unique Research",800
"2165","NEOS",2024-09-11,8,"INSA",1000
"2166","NEOS",2024-09-11,8,"Unique Research",800
"2167","SPÖ",2024-09-11,21,"INSA",1000
"2168","SPÖ",2024-09-11,21,"Unique Research",800
"2169","ÖVP",2024-09-11,23,"INSA",1000
"2170","ÖVP",2024-09-11,25,"Unique Research",800
"2171","FPÖ",2024-09-17,27,"Market",800
"2172","FPÖ",2024-09-17,27,"Market",2000
"2173","GRÜNE",2024-09-17,9,"Market",800
"2174","GRÜNE",2024-09-17,8,"Market",2000
"2175","NEOS",2024-09-17,11,"Market",800
"2176","NEOS",2024-09-17,11,"Market",2000
"2177","SPÖ",2024-09-17,20,"Market",800
"2178","SPÖ",2024-09-17,20,"Market",2000
"2179","ÖVP",2024-09-17,25,"Market",800
"2180","ÖVP",2024-09-17,25,"Market",2000
"2181","FPÖ",2024-09-18,26,"OGM",1022
"2182","GRÜNE",2024-09-18,10,"OGM",1022
"2183","NEOS",2024-09-18,9,"OGM",1022
"2184","SPÖ",2024-09-18,21,"OGM",1022
"2185","ÖVP",2024-09-18,25,"OGM",1022
"2186","FPÖ",2024-09-22,27,"IFDD",1000
"2187","GRÜNE",2024-09-22,9,"IFDD",1000
"2188","NEOS",2024-09-22,9,"IFDD",1000
"2189","SPÖ",2024-09-22,21,"IFDD",1000
"2190","ÖVP",2024-09-22,25,"IFDD",1000
"2191","FPÖ",2024-10-01,30,"Market",2000
"2192","GRÜNE",2024-10-01,8,"Market",2000
"2193","NEOS",2024-10-01,11,"Market",2000
"2194","SPÖ",2024-10-01,20,"Market",2000
"2195","ÖVP",2024-10-01,25,"Market",2000
"2196","FPÖ",2024-10-08,33,"Market",2000
"2197","GRÜNE",2024-10-08,7,"Market",2000
"2198","NEOS",2024-10-08,10,"Market",2000
"2199","SPÖ",2024-10-08,19,"Market",2000
"2200","ÖVP",2024-10-08,26,"Market",2000
"2201","FPÖ",2024-10-15,32,"Market",2000
"2202","GRÜNE",2024-10-15,8,"Market",2000
"2203","NEOS",2024-10-15,10,"Market",2000
"2204","SPÖ",2024-10-15,19,"Market",2000
"2205","ÖVP",2024-10-15,25,"Market",2000
"2206","FPÖ",2024-10-22,33,"Market",2000
"2207","GRÜNE",2024-10-22,8,"Market",2000
"2208","NEOS",2024-10-22,11,"Market",2000
"2209","SPÖ",2024-10-22,19,"Market",2000
"2210","ÖVP",2024-10-22,23,"Market",2000
"2211","FPÖ",2024-10-28,32,"OGM",1008
"2212","GRÜNE",2024-10-28,8,"OGM",1008
"2213","NEOS",2024-10-28,10,"OGM",1008
"2214","SPÖ",2024-10-28,20,"OGM",1008
"2215","ÖVP",2024-10-28,25,"OGM",1008
"2216","FPÖ",2024-10-29,33,"Market",2000
"2217","GRÜNE",2024-10-29,8,"Market",2000
"2218","NEOS",2024-10-29,10,"Market",2000
"2219","SPÖ",2024-10-29,21,"Market",2000
"2220","ÖVP",2024-10-29,23,"Market",2000
"2221","FPÖ",2024-11-05,34,"Market",2000
"2222","GRÜNE",2024-11-05,8,"Market",2000
"2223","NEOS",2024-11-05,9,"Market",2000
"2224","SPÖ",2024-11-05,21,"Market",2000
"2225","ÖVP",2024-11-05,23,"Market",2000
"2226","FPÖ",2024-11-12,33,"Market",2000
"2227","GRÜNE",2024-11-12,8,"Market",2000
"2228","NEOS",2024-11-12,9,"Market",2000
"2229","SPÖ",2024-11-12,21,"Market",2000
"2230","ÖVP",2024-11-12,23,"Market",2000
"2231","FPÖ",2024-11-13,32,"INSA",1000
"2232","GRÜNE",2024-11-13,8,"INSA",1000
"2233","NEOS",2024-11-13,9,"INSA",1000
"2234","SPÖ",2024-11-13,21,"INSA",1000
"2235","ÖVP",2024-11-13,22,"INSA",1000
"2236","FPÖ",2024-11-19,32,"Market",2000
"2237","GRÜNE",2024-11-19,8,"Market",2000
"2238","NEOS",2024-11-19,10,"Market",2000
"2239","SPÖ",2024-11-19,20,"Market",2000
"2240","ÖVP",2024-11-19,23,"Market",2000
"2241","FPÖ",2024-11-26,33,"Market",2000
"2242","FPÖ",2024-11-26,32,"OGM",1018
"2243","GRÜNE",2024-11-26,8,"Market",2000
"2244","GRÜNE",2024-11-26,7,"OGM",1018
"2245","NEOS",2024-11-26,11,"Market",2000
"2246","NEOS",2024-11-26,12,"OGM",1018
"2247","SPÖ",2024-11-26,19,"Market",2000
"2248","SPÖ",2024-11-26,20,"OGM",1018
"2249","ÖVP",2024-11-26,21,"Market",2000
"2250","ÖVP",2024-11-26,24,"OGM",1018
"2251","FPÖ",2024-12-03,35,"Market",2000
"2252","GRÜNE",2024-12-03,8,"Market",2000
"2253","NEOS",2024-12-03,11,"Market",2000
"2254","SPÖ",2024-12-03,19,"Market",2000
"2255","ÖVP",2024-12-03,20,"Market",2000
"2256","FPÖ",2024-12-04,34,"INSA",1004
"2257","FPÖ",2024-12-04,35,"Unique Research",800
"2258","GRÜNE",2024-12-04,8,"INSA",1004
"2259","GRÜNE",2024-12-04,8,"Unique Research",800
"2260","NEOS",2024-12-04,9,"INSA",1004
"2261","NEOS",2024-12-04,12,"Unique Research",800
"2262","SPÖ",2024-12-04,20,"INSA",1004
"2263","SPÖ",2024-12-04,21,"Unique Research",800
"2264","ÖVP",2024-12-04,21,"INSA",1004
"2265","ÖVP",2024-12-04,20,"Unique Research",800
"2266","FPÖ",2024-12-10,36,"Market",2000
"2267","GRÜNE",2024-12-10,8,"Market",2000
"2268","NEOS",2024-12-10,10,"Market",2000
"2269","SPÖ",2024-12-10,19,"Market",2000
"2270","ÖVP",2024-12-10,21,"Market",2000
"2271","FPÖ",2024-12-17,36,"Market",2000
"2272","GRÜNE",2024-12-17,8,"Market",2000
"2273","NEOS",2024-12-17,10,"Market",2000
"2274","SPÖ",2024-12-17,19,"Market",2000
"2275","ÖVP",2024-12-17,20,"Market",2000
"2276","FPÖ",2024-12-18,37,"IFDD",1250
"2277","GRÜNE",2024-12-18,8,"IFDD",1250
"2278","NEOS",2024-12-18,10,"IFDD",1250
"2279","SPÖ",2024-12-18,20,"IFDD",1250
"2280","ÖVP",2024-12-18,21,"IFDD",1250
"2281","FPÖ",2025-01-04,37,"IFDD",1250
"2282","GRÜNE",2025-01-04,8,"IFDD",1250
"2283","NEOS",2025-01-04,11,"IFDD",1250
"2284","SPÖ",2025-01-04,19,"IFDD",1250
"2285","ÖVP",2025-01-04,21,"IFDD",1250
"2286","FPÖ",2025-01-08,39,"Market",1000
"2287","GRÜNE",2025-01-08,10,"Market",1000
"2288","NEOS",2025-01-08,10,"Market",1000
"2289","SPÖ",2025-01-08,19,"Market",1000
"2290","ÖVP",2025-01-08,17,"Market",1000
"2291","FPÖ",2025-01-14,38,"Market",2000
"2292","GRÜNE",2025-01-14,9,"Market",2000
"2293","NEOS",2025-01-14,12,"Market",2000
"2294","SPÖ",2025-01-14,19,"Market",2000
"2295","ÖVP",2025-01-14,17,"Market",2000
"2296","FPÖ",2025-01-15,35,"INSA",1000
"2297","GRÜNE",2025-01-15,8,"INSA",1000
"2298","NEOS",2025-01-15,11,"INSA",1000
"2299","SPÖ",2025-01-15,20,"INSA",1000
"2300","ÖVP",2025-01-15,20,"INSA",1000
"2301","FPÖ",2025-01-21,35,"Market",2000
"2302","GRÜNE",2025-01-21,9,"Market",2000
"2303","NEOS",2025-01-21,12,"Market",2000
"2304","SPÖ",2025-01-21,21,"Market",2000
"2305","ÖVP",2025-01-21,18,"Market",2000
"2306","FPÖ",2025-01-28,34,"Market",2000
"2307","GRÜNE",2025-01-28,9,"Market",2000
"2308","NEOS",2025-01-28,10,"Market",2000
"2309","SPÖ",2025-01-28,22,"Market",2000
"2310","ÖVP",2025-01-28,19,"Market",2000
"2311","FPÖ",2025-02-04,34,"Market",2000
"2312","GRÜNE",2025-02-04,10,"Market",2000
"2313","NEOS",2025-02-04,9,"Market",2000
"2314","SPÖ",2025-02-04,22,"Market",2000
"2315","ÖVP",2025-02-04,19,"Market",2000
"2316","FPÖ",2025-02-11,33,"Market",2000
"2317","GRÜNE",2025-02-11,10,"Market",2000
"2318","NEOS",2025-02-11,10,"Market",2000
"2319","SPÖ",2025-02-11,23,"Market",2000
"2320","ÖVP",2025-02-11,19,"Market",2000
"2321","FPÖ",2025-02-14,35,"Spectra",1001
"2322","GRÜNE",2025-02-14,9,"Spectra",1001
"2323","NEOS",2025-02-14,10,"Spectra",1001
"2324","SPÖ",2025-02-14,22,"Spectra",1001
"2325","ÖVP",2025-02-14,19,"Spectra",1001
"2326","FPÖ",2025-02-15,33,"IFDD",1250
"2327","GRÜNE",2025-02-15,10,"IFDD",1250
"2328","NEOS",2025-02-15,11,"IFDD",1250
"2329","SPÖ",2025-02-15,22,"IFDD",1250
"2330","ÖVP",2025-02-15,19,"IFDD",1250
"2331","FPÖ",2025-02-18,34,"Market",2000
"2332","FPÖ",2025-02-18,34,"OGM",941
"2333","GRÜNE",2025-02-18,10,"Market",2000
"2334","GRÜNE",2025-02-18,10,"OGM",941
"2335","NEOS",2025-02-18,11,"Market",2000
"2336","NEOS",2025-02-18,13,"OGM",941
"2337","SPÖ",2025-02-18,22,"Market",2000
"2338","SPÖ",2025-02-18,21,"OGM",941
"2339","ÖVP",2025-02-18,18,"Market",2000
"2340","ÖVP",2025-02-18,19,"OGM",941
"2341","FPÖ",2025-02-25,35,"Market",2000
"2342","GRÜNE",2025-02-25,9,"Market",2000
"2343","NEOS",2025-02-25,11,"Market",2000
"2344","SPÖ",2025-02-25,21,"Market",2000
"2345","ÖVP",2025-02-25,19,"Market",2000
"2346","FPÖ",2025-02-26,34,"INSA",1000
"2347","GRÜNE",2025-02-26,9,"INSA",1000
"2348","NEOS",2025-02-26,9,"INSA",1000
"2349","SPÖ",2025-02-26,23,"INSA",1000
"2350","ÖVP",2025-02-26,20,"INSA",1000
"2351","FPÖ",2025-03-01,34,"Market",2000
"2352","GRÜNE",2025-03-01,8,"Market",2000
"2353","NEOS",2025-03-01,10,"Market",2000
"2354","SPÖ",2025-03-01,20,"Market",2000
"2355","ÖVP",2025-03-01,21,"Market",2000
"2356","FPÖ",2025-03-04,34,"Market",2000
"2357","GRÜNE",2025-03-04,9,"Market",2000
"2358","NEOS",2025-03-04,11,"Market",2000
"2359","SPÖ",2025-03-04,21,"Market",2000
"2360","ÖVP",2025-03-04,20,"Market",2000
"2361","FPÖ",2025-03-07,32,"Market",829
"2362","GRÜNE",2025-03-07,9,"Market",829
"2363","NEOS",2025-03-07,12,"Market",829
"2364","SPÖ",2025-03-07,21,"Market",829
"2365","ÖVP",2025-03-07,21,"Market",829
"2366","FPÖ",2025-03-11,33,"Market",2000
"2367","GRÜNE",2025-03-11,9,"Market",2000
"2368","NEOS",2025-03-11,11,"Market",2000
"2369","SPÖ",2025-03-11,21,"Market",2000
"2370","ÖVP",2025-03-11,21,"Market",2000
"2371","FPÖ",2025-03-18,33,"Market",2000
"2372","GRÜNE",2025-03-18,8,"Market",2000
"2373","NEOS",2025-03-18,12,"Market",2000
"2374","SPÖ",2025-03-18,21,"Market",2000
"2375","ÖVP",2025-03-18,22,"Market",2000
"2376","FPÖ",2025-03-23,32,"IFDD",1060
"2377","GRÜNE",2025-03-23,10,"IFDD",1060
"2378","NEOS",2025-03-23,11,"IFDD",1060
"2379","SPÖ",2025-03-23,21,"IFDD",1060
"2380","ÖVP",2025-03-23,23,"IFDD",1060
